months,years,complex_subgroup,insecticide_class,percentage_mortality,resistance_class,lulc,rainfall,temperature,humidity,population_density
2,2012,Gambiae Complex,carbamate,100,,10,46.49584838,29.86346663,6071,39
3,2012,Gambiae Complex,carbamate,100,,17,38.6424735,29.96674538,6270,39
3,2012,Gambiae Complex,pyrethroid,100,,10,23.7081842,29.92382388,5089,39
3,2012,Gambiae Complex,organophosphate,100,,10,23.7081842,29.92382388,5089,39
3,2012,Gambiae Complex,organochlorine,100,,10,23.7081842,29.92382388,5089,39
3,2012,Gambiae Complex,carbamate,100,,10,23.7081842,29.92382388,5089,39
9,2001,Gambiae Complex,pyrethroid,100,,14,28.16357975,29.44749413,6810,38
9,2001,Gambiae Complex,pyrethroid,100,,17,26.71682175,29.40708775,6837,38
9,2001,Gambiae Complex,pyrethroid,100,,14,27.488426,29.40134825,6866,38
6,2005,Gambiae Complex,pyrethroid,100,,2,53.04783825,29.88397013,6698,38
6,2005,Gambiae Complex,pyrethroid,100,,2,53.04783825,29.88397013,6698,38
2,2014,Funestus Subgroup,organochlorine,100,,10,57.76702875,29.5181235,6372,38
2,2014,Funestus Subgroup,organochlorine,100,,10,57.76702875,29.5181235,6372,38
2,2014,Funestus Subgroup,organophosphate,100,,10,57.76702875,29.5181235,6372,38
2,2014,Funestus Subgroup,organophosphate,100,,10,57.76702875,29.5181235,6372,38
2,2014,Funestus Subgroup,organochlorine,100,,9,108.8169663,29.35758325,6580,38
2,2014,Funestus Subgroup,carbamate,100,,9,114.0873,29.45780813,6858,38
2,2014,Funestus Subgroup,organophosphate,100,,9,77.7116425,29.5354855,6756,38
3,2014,Gambiae Complex,organophosphate,100,,12,28.0951305,30.15021563,6369,38
3,2014,Gambiae Complex,organochlorine,100,,12,42.46938525,30.00903163,5737,38
5,2003,Gambiae Complex,pyrethroid,100,,2,138.422195,29.96477813,6747,37
5,2003,Gambiae Complex,pyrethroid,100,,13,88.9523575,29.969954,6644,37
6,2010,Gambiae Complex,organophosphate,100,,12,61.149692,29.54313875,6829,37
2,2006,Gambiae Complex,pyrethroid,100,,12,14.984293,29.76157138,5341,36
2,2006,Gambiae Complex,carbamate,100,,10,40.40592125,29.783325,6390,36
4,2008,Gambiae Complex,carbamate,100,,14,39.73765425,29.53886838,6253,36
4,2008,Gambiae Complex,organophosphate,100,,12,36.45833425,29.54574988,6207,36
7,2010,Gambiae Complex,organochlorine,100,,12,50.49656475,30.08497013,6043,36
7,2010,Gambiae Complex,organophosphate,100,,12,50.58990325,30.08637275,6043,36
7,2010,Gambiae Complex,carbamate,100,,12,50.58990325,30.08637275,6043,36
9,2010,Gambiae Complex,carbamate,100,,12,24.20910575,30.176719,6414,36
9,2010,Gambiae Complex,organophosphate,100,,12,24.20910575,30.176719,6414,36
12,2013,Funestus Subgroup,organophosphate,100,,9,122.36784,29.534132,6242,36
12,2013,Gambiae Complex,organophosphate,100,,9,121.434441,29.53981525,6241,36
12,2013,Funestus Subgroup,organophosphate,100,,9,120.874404,29.52457788,6279,36
7,2014,Gambiae Complex,carbamate,100,,10,70.751195,29.71161225,6029,36
1,2009,Gambiae Complex,carbamate,100,,10,0,29.86344188,4029,35
1,2009,Gambiae Complex,organophosphate,100,,10,0,29.86344188,4029,35
12,2002,Gambiae Complex,organochlorine,100,,10,72.33796225,29.77536038,5535,33
12,2002,Gambiae Complex,pyrethroid,100,,10,20.81466625,29.9389705,5028,33
12,2002,Gambiae Complex,pyrethroid,100,,10,16.05436125,29.90459863,5073,33
10,2008,Gambiae Complex,organophosphate,100,,10,1.8667862,30.3146455,4597,32
10,2008,Gambiae Complex,carbamate,100,,10,1.8667862,30.3146455,4597,32
10,2008,Gambiae Complex,organophosphate,100,,9,27.0683995,29.92385725,5570,32
10,2008,Gambiae Complex,carbamate,100,,9,27.0683995,29.92385725,5570,32
9,2006,Gambiae Complex,pyrethroid,100,,12,51.6010795,29.95136375,6505,31
9,2006,Gambiae Complex,pyrethroid,100,,10,22.3765425,30.24481775,5575,31
9,2008,Gambiae Complex,carbamate,100,,12,47.453703,29.97162225,6308,31
9,2008,Gambiae Complex,carbamate,100,,9,68.0941355,29.83067075,6387,31
9,2008,Gambiae Complex,organophosphate,100,,12,52.758486,29.89169388,6493,31
9,2008,Gambiae Complex,carbamate,100,,12,52.758486,29.89169388,6493,31
9,2008,Gambiae Complex,organophosphate,100,,12,47.453703,29.97162225,6308,31
6,2005,Gambiae Complex,organophosphate,100,,12,46.39274775,30.306317,5660,30
3,2015,Gambiae Complex,organophosphate,100,,12,31.26866925,30.50512738,4659,30
4,2015,Gambiae Complex,carbamate,100,,12,34.62577125,30.44337138,4964,30
4,2015,Gambiae Complex,carbamate,100,,12,34.62577125,30.44337138,4964,30
10,2007,Gambiae Complex,carbamate,100,,0,31.08199025,29.96617575,6646,29
2,2009,Gambiae Complex,carbamate,100,,0,15.1909725,30.19648438,6469,29
2,2009,Gambiae Complex,carbamate,100,,13,15.5009925,30.19884275,6451,29
2,2009,Gambiae Complex,carbamate,100,,13,15.1909725,30.20025088,6446,29
2,2009,Gambiae Complex,carbamate,100,,13,15.1909725,30.20025088,6432,29
2,2009,Gambiae Complex,carbamate,100,,13,15.1909725,30.19972338,6444,29
2,2009,Gambiae Complex,carbamate,100,,12,10.95403475,30.20025975,6161,29
2,2009,Gambiae Complex,carbamate,100,,14,14.57093325,30.19372438,6390,29
2,2009,Gambiae Complex,carbamate,100,,0,14.8809525,30.19882988,6447,29
2,2009,Gambiae Complex,carbamate,100,,14,14.8809525,30.19357175,6443,29
2,2009,Gambiae Complex,carbamate,100,,14,14.67427325,30.19201925,6380,29
9,2006,Gambiae Complex,organophosphate,100,,10,69.34799275,30.08708263,6331,28
12,2006,Gambiae Complex,pyrethroid,100,,8,22.86812975,29.36589763,6080,28
4,2007,Gambiae Complex,pyrethroid,100,,12,24.11265375,29.85172363,5810,28
4,2007,Gambiae Complex,organochlorine,100,,12,25.1736115,29.85315675,5864,28
4,2007,Gambiae Complex,pyrethroid,100,,12,24.11265375,29.85172363,5810,28
4,2007,Gambiae Complex,pyrethroid,100,,12,25.1736115,29.85315675,5864,28
4,2007,Gambiae Complex,pyrethroid,100,,12,25.1736115,29.85315675,5864,28
9,2009,Gambiae Complex,carbamate,100,,12,36.940586,29.88198513,6936,28
9,2009,Gambiae Complex,pyrethroid,100,,14,35.39737625,29.88937125,6741,28
7,2010,Gambiae Complex,organophosphate,100,,10,94.9260725,29.95081988,6601,28
7,2010,Gambiae Complex,organochlorine,100,,10,94.9260725,29.95081988,6601,28
7,2010,Gambiae Complex,carbamate,100,,10,94.9260725,29.95081988,6601,28
7,2013,Gambiae Complex,organophosphate,100,,10,79.5250875,29.67087238,6188,28
7,2013,Gambiae Complex,carbamate,100,,10,79.5250875,29.67087238,6188,28
7,2013,Gambiae Complex,carbamate,100,,10,79.5250875,29.67087238,6188,28
7,2013,Gambiae Complex,pyrethroid,100,,10,44.9895445,29.4154635,5386,28
7,2013,Gambiae Complex,organophosphate,100,,10,62.1639775,29.92594238,6595,28
7,2013,Gambiae Complex,organophosphate,100,,10,88.20564375,29.98605025,6551,28
8,2013,Gambiae Complex,pyrethroid,100,,13,146.356035,29.77075538,7030,28
8,2013,Gambiae Complex,pyrethroid,100,,10,117.23417,29.77176913,6783,28
8,2013,Gambiae Complex,organophosphate,100,,10,82.6986245,29.95756888,6545,28
8,2013,Gambiae Complex,carbamate,100,,10,60.297195,30.19197313,6208,28
8,2013,Gambiae Complex,organophosphate,100,,10,60.297195,30.19197313,6208,28
3,2014,Funestus Subgroup,organochlorine,100,,9,107.3401995,29.4042085,6694,28
5,2014,Gambiae Complex,organophosphate,100,,12,51.523296,30.35078063,5844,28
1,2002,Gambiae Complex,pyrethroid,100,,10,32.0153805,29.7782105,4922,27
4,2002,Gambiae Complex,organochlorine,100,,12,45.04243975,30.0332675,6445,27
9,2007,Gambiae Complex,pyrethroid,100,,16,22.66589475,30.43012538,4458,26
9,2007,Gambiae Complex,organophosphate,100,,16,22.66589475,30.38688625,4635,26
9,2007,Gambiae Complex,organophosphate,100,,16,24.402006,30.37664138,4585,26
9,2007,Gambiae Complex,organophosphate,100,,16,22.66589475,30.43012538,4458,26
9,2007,Gambiae Complex,pyrethroid,100,,14,23.82330225,29.86223063,6777,26
10,2007,Gambiae Complex,organophosphate,100,,12,12.97416425,30.02916275,5321,26
10,2007,Gambiae Complex,organophosphate,100,,12,17.6411295,29.89837663,5762,26
10,2007,Gambiae Complex,organophosphate,100,,0,31.08199025,29.96617575,6646,26
7,2011,Gambiae Complex,carbamate,100,,11,20.627987,29.45784513,6475,26
7,2011,Gambiae Complex,carbamate,100,,8,160.1702525,29.76919413,6963,26
7,2011,Gambiae Complex,carbamate,100,,8,163.90382,29.79984725,6845,26
4,2015,Funestus Subgroup,organochlorine,100,,10,9.45216,29.63901288,6040,26
4,2015,Funestus Subgroup,organophosphate,100,,10,9.45216,29.63901288,6040,26
1,2002,Gambiae Complex,pyrethroid,100,,10,24.17488125,29.77324625,4983,25
1,2002,Gambiae Complex,pyrethroid,100,,10,27.628435,29.76423387,5117,25
1,2002,Gambiae Complex,pyrethroid,100,,10,0.37335724,29.71737075,3630,25
1,2002,Gambiae Complex,pyrethroid,100,,10,0.37335724,29.71737075,3630,25
10,2013,Gambiae Complex,pyrethroid,100,,12,19.69459313,29.86817638,5349,25
3,2015,Gambiae Complex,carbamate,100,,8,35.7489545,30.045365,6494,25
4,2015,Gambiae Complex,organophosphate,100,,10,10.609568,29.64080238,6353,25
4,2015,Funestus Subgroup,organophosphate,100,,9,11.09182088,29.64697013,6266,25
4,2015,Funestus Subgroup,organochlorine,100,,9,11.09182088,29.64697013,6266,25
4,2015,Funestus Subgroup,organophosphate,100,,9,11.28472203,29.62403013,6294,25
4,2015,Funestus Subgroup,organochlorine,100,,9,11.28472203,29.62403013,6294,25
4,2015,Funestus Subgroup,organophosphate,100,,9,10.22376578,29.6373035,6363,25
4,2015,Funestus Subgroup,organophosphate,100,,10,10.609568,29.64080238,6353,25
4,2015,Funestus Subgroup,organochlorine,100,,9,10.22376578,29.6373035,6363,25
4,2015,Gambiae Complex,organophosphate,100,,9,10.22376578,29.6373035,6363,25
4,2015,Gambiae Complex,organophosphate,100,,9,11.09182088,29.64697013,6266,25
4,2015,Gambiae Complex,organochlorine,100,,9,11.09182088,29.64697013,6266,25
4,2015,Gambiae Complex,organochlorine,100,,9,11.28472203,29.62403013,6294,25
4,2015,Gambiae Complex,carbamate,100,,9,11.28472203,29.62403013,6294,25
4,2015,Gambiae Complex,organophosphate,100,,9,11.28472203,29.62403013,6294,25
10,2008,Gambiae Complex,organophosphate,100,,10,1.1200717,30.3670765,4376,24
10,2008,Gambiae Complex,carbamate,100,,10,1.1200717,30.3670765,4376,24
7,2010,Gambiae Complex,organophosphate,100,,12,72.9913375,29.97595213,6315,24
7,2010,Gambiae Complex,carbamate,100,,12,72.9913375,29.97595213,6315,24
9,2010,Gambiae Complex,carbamate,100,,12,36.6512335,30.04812988,6600,24
9,2010,Gambiae Complex,organophosphate,100,,12,36.6512335,30.04812988,6600,24
7,2013,Gambiae Complex,carbamate,100,,12,65.89755,28.88475713,6928,24
7,2013,Gambiae Complex,carbamate,100,,12,65.89755,28.88475713,6928,24
7,2013,Gambiae Complex,organophosphate,100,,12,52.55003,29.91787563,6545,24
7,2013,Gambiae Complex,pyrethroid,100,,12,29.961917,29.42436163,5689,24
11,2013,Gambiae Complex,carbamate,100,,14,0,29.90301213,3301,24
11,2013,Gambiae Complex,carbamate,100,,14,0,29.95933938,3446,24
9,2004,Gambiae Complex,organophosphate,100,,17,18.7114205,29.825848,7125,23
7,2013,Gambiae Complex,organochlorine,100,,12,10.8273595,29.4706955,5472,23
7,2013,Gambiae Complex,organophosphate,100,,12,65.89755,28.88475713,6928,23
7,2013,Gambiae Complex,organophosphate,100,,12,53.2967465,29.93064638,6460,23
7,2013,Gambiae Complex,pyrethroid,100,,10,47.9764025,29.40302125,5433,23
7,2013,Gambiae Complex,organophosphate,100,,10,79.5250875,29.67087238,6188,23
8,2013,Gambiae Complex,organophosphate,100,,10,117.23417,29.77176913,6783,23
8,2013,Gambiae Complex,carbamate,100,,10,117.23417,29.77176913,6783,23
8,2013,Gambiae Complex,organophosphate,100,,10,83.3519975,29.99589938,6588,23
8,2013,Gambiae Complex,carbamate,100,,10,82.6986245,29.95756888,6545,23
8,2013,Gambiae Complex,carbamate,100,,10,82.6986245,29.95756888,6545,23
8,2013,Gambiae Complex,pyrethroid,100,,10,82.6986245,29.95756888,6545,23
10,2008,Gambiae Complex,organophosphate,100,,10,26.3216855,30.24164963,5382,22
10,2008,Gambiae Complex,carbamate,100,,10,28.74850525,30.21763438,5298,22
10,2008,Gambiae Complex,organophosphate,100,,10,28.74850525,30.21763438,5298,22
4,2009,Gambiae Complex,organophosphate,100,,8,62.59645025,29.95312563,7165,22
4,2009,Funestus Subgroup,organochlorine,100,,12,41.4737665,29.52717713,6344,22
11,2012,Gambiae Complex,carbamate,100,,10,0.4822531,30.14650463,4020,22
11,2012,Gambiae Complex,organophosphate,100,,17,7.137345625,30.00432113,5448,22
11,2012,Gambiae Complex,carbamate,100,,17,7.137345625,30.00432113,5448,22
12,2012,Gambiae Complex,organophosphate,100,,10,0,29.889325,3735,22
12,2012,Gambiae Complex,carbamate,100,,10,0,29.889325,3735,22
1,2013,Gambiae Complex,carbamate,100,,5,95.7661325,29.9455155,5918,22
4,2016,Funestus Subgroup,organophosphate,100,,10,138.59954,29.8143195,6975,22
4,2016,Funestus Subgroup,organophosphate,100,,10,138.59954,29.8143195,6975,22
10,2013,Gambiae Complex,pyrethroid,100,,8,94.3660395,29.91498063,6886,21
10,2013,Gambiae Complex,organophosphate,100,,9,24.64157675,29.89369313,5873,21
10,2013,Gambiae Complex,organophosphate,100,,9,24.64157675,29.89369313,5873,21
11,2013,Gambiae Complex,organophosphate,100,,12,0.77160496,30.16634238,4007,21
11,2013,Gambiae Complex,organophosphate,100,,10,0,29.94922438,3298,21
11,2013,Gambiae Complex,organophosphate,100,,10,0.38580248,30.14060588,3338,21
11,2013,Gambiae Complex,carbamate,100,,10,0.38580248,30.14060588,3338,21
11,2013,Gambiae Complex,carbamate,100,,14,0,29.89268225,3248,21
11,2013,Gambiae Complex,organophosphate,100,,14,0,29.90301213,3301,21
1,2009,Funestus Subgroup,organochlorine,100,,10,49.4698305,30.0005085,6195,20
1,2009,Funestus Subgroup,organophosphate,100,,10,49.4698305,30.0005085,6195,20
2,2009,Gambiae Complex,carbamate,100,,17,14.05423325,30.21650525,6286,20
2,2009,Gambiae Complex,carbamate,100,,14,14.984293,30.1975335,6240,20
2,2009,Gambiae Complex,carbamate,100,,14,14.984293,30.23558788,6170,20
2,2009,Gambiae Complex,carbamate,100,,14,14.467593,30.21794963,6147,20
2,2009,Gambiae Complex,carbamate,100,,12,13.53753325,30.22304,6207,20
7,2010,Gambiae Complex,organophosphate,100,,9,98.846327,29.8553925,6334,20
9,2010,Gambiae Complex,carbamate,100,,9,55.55555525,29.90457813,6407,20
9,2010,Gambiae Complex,organophosphate,100,,9,55.55555525,29.90457813,6407,20
3,2015,Gambiae Complex,organophosphate,100,,8,18.38784375,30.03110013,6857,20
1,2002,Gambiae Complex,organochlorine,100,,10,27.628435,29.76423387,5117,19
1,2002,Gambiae Complex,pyrethroid,100,,10,0,29.83966638,3713,19
1,2002,Gambiae Complex,pyrethroid,100,,10,0,29.83966638,3713,19
4,2015,Gambiae Complex,organophosphate,100,,9,11.38117275,29.61191537,6351,18
4,2015,Funestus Subgroup,organochlorine,100,,9,11.38117275,29.61191537,6351,18
4,2015,Funestus Subgroup,organophosphate,100,,9,11.38117275,29.61191537,6351,18
4,2015,Gambiae Complex,organochlorine,100,,9,11.38117275,29.61191537,6351,18
4,2007,Gambiae Complex,organophosphate,100,,12,24.11265375,29.85172363,5810,17
5,2007,Gambiae Complex,pyrethroid,100,,14,52.8300485,29.8934485,6851,17
5,2007,Gambiae Complex,carbamate,100,,12,47.32303,30.00162788,6401,17
5,2007,Gambiae Complex,pyrethroid,100,,12,48.6297795,29.90941825,6346,17
9,2014,Gambiae Complex,organophosphate,100,,9,70.891205,29.79801875,6614,17
9,2014,Gambiae Complex,organophosphate,100,,9,71.373455,29.80682213,6692,17
10,2014,Funestus Subgroup,organophosphate,100,,9,62.44399625,29.91297688,7189,17
4,2015,Gambiae Complex,organochlorine,100,,9,10.60956775,29.59334313,6258,17
4,2015,Gambiae Complex,organophosphate,100,,9,10.60956775,29.59334313,6258,17
2,2009,Gambiae Complex,pyrethroid,100,,13,15.1909725,30.20025088,6446,16
2,2009,Gambiae Complex,pyrethroid,100,,13,15.1909725,30.19972338,6444,16
2,2009,Gambiae Complex,pyrethroid,100,,17,14.36425325,30.227732,6119,16
2,2009,Gambiae Complex,pyrethroid,100,,12,14.36425325,30.21876063,6196,16
2,2009,Gambiae Complex,pyrethroid,100,,14,13.43419325,30.21009513,6290,16
2,2009,Gambiae Complex,pyrethroid,100,,14,14.157573,30.214758,6314,16
2,2009,Gambiae Complex,pyrethroid,100,,12,15.29431225,30.2344645,6084,16
2,2009,Gambiae Complex,pyrethroid,100,,12,13.847553,30.18740925,6278,16
2,2009,Gambiae Complex,pyrethroid,100,,12,11.36739475,30.2560365,5844,16
2,2009,Gambiae Complex,pyrethroid,100,,17,14.05423325,30.21650525,6286,16
4,2009,Funestus Subgroup,organophosphate,100,,12,41.4737665,29.52717713,6344,16
7,2009,Gambiae Complex,carbamate,100,,12,47.41636825,30.03593988,5711,16
7,2009,Gambiae Complex,organophosphate,100,,12,47.41636825,30.03593988,5711,16
7,2009,Gambiae Complex,carbamate,100,,12,69.351105,29.91851313,5998,16
7,2009,Gambiae Complex,organophosphate,100,,12,69.351105,29.91851313,5998,16
7,2009,Gambiae Complex,carbamate,100,,9,88.5790025,29.81498238,6219,16
7,2009,Gambiae Complex,organophosphate,100,,9,88.5790025,29.81498238,6219,16
8,2009,Gambiae Complex,pyrethroid,100,,10,83.3520025,29.99969138,6264,16
8,2009,Gambiae Complex,organophosphate,100,,10,86.712213,29.9123885,6677,16
8,2009,Gambiae Complex,carbamate,100,,10,99.87306,29.84474638,6804,16
8,2009,Gambiae Complex,organophosphate,100,,12,98.8463245,29.91922175,6634,16
6,2015,Gambiae Complex,organophosphate,100,,10,9.83796275,30.28362688,4642,16
6,2015,Gambiae Complex,organophosphate,100,,10,9.83796275,30.28362688,4642,16
6,2015,Gambiae Complex,organophosphate,100,,10,9.83796275,30.28362688,4642,16
6,2015,Gambiae Complex,carbamate,100,,10,9.83796275,30.28362688,4642,16
6,2015,Gambiae Complex,carbamate,100,,10,9.83796275,30.28362688,4642,16
7,2009,Gambiae Complex,carbamate,100,,10,43.2160975,30.08500925,5581,15
7,2009,Gambiae Complex,organophosphate,100,,10,43.2160975,30.08500925,5581,15
6,2013,Gambiae Complex,carbamate,100,,10,47.2608025,29.53520213,5757,15
6,2013,Gambiae Complex,pyrethroid,100,,12,48.22531025,29.47702225,5960,15
6,2013,Gambiae Complex,carbamate,100,,12,48.22531025,29.47702225,5960,15
2,2014,Funestus Subgroup,organochlorine,100,,2,54.356813,29.51925375,6808,15
2,2014,Gambiae Complex,organophosphate,100,,14,8.47387625,30.11026663,6524,15
3,2014,Funestus Subgroup,organophosphate,100,,9,103.513293,29.20376825,6540,15
3,2014,Funestus Subgroup,carbamate,100,,9,103.513293,29.20376825,6540,15
3,2014,Funestus Subgroup,organophosphate,100,,9,131.7951015,29.38248588,6711,15
3,2014,Funestus Subgroup,pyrethroid,100,,9,131.7951015,29.38248588,6711,15
8,2002,Gambiae Complex,organochlorine,100,,9,7.9338415,29.41004413,5816,14
8,2002,Gambiae Complex,pyrethroid,100,,9,0.8400538,29.35661475,5327,14
8,2002,Gambiae Complex,pyrethroid,100,,10,6.34707275,29.37854125,5923,14
9,2002,Gambiae Complex,organochlorine,100,,0,248.3603375,29.88867663,6781,14
9,2002,Gambiae Complex,pyrethroid,100,,0,248.3603375,29.88867663,6781,14
9,2002,Gambiae Complex,pyrethroid,100,,0,248.3603375,29.88867663,6781,14
9,2002,Gambiae Complex,pyrethroid,100,,0,248.3603375,29.88867663,6781,14
8,2008,Gambiae Complex,organophosphate,100,,9,144.5825875,29.77034463,6516,14
8,2008,Gambiae Complex,pyrethroid,100,,10,90.445785,29.99159638,6402,14
11,2011,Gambiae Complex,organophosphate,100,,13,23.72685175,29.75693588,5946,14
11,2011,Gambiae Complex,organochlorine,100,,13,23.72685175,29.75693588,5946,14
6,2005,Gambiae Complex,pyrethroid,100,,2,40.8950605,29.69592288,7186,13
6,2005,Gambiae Complex,pyrethroid,100,,2,40.8950605,29.69592288,7186,13
9,2010,Gambiae Complex,pyrethroid,100,,10,37.80864,30.33211575,6389,12
9,2010,Gambiae Complex,organophosphate,100,,10,37.80864,30.33211575,6389,12
9,2010,Gambiae Complex,carbamate,100,,10,37.80864,30.33211575,6389,12
7,2015,Gambiae Complex,organochlorine,100,,10,1.7734469,28.96725325,5547,12
3,2006,Gambiae Complex,organophosphate,100,,14,26.41502325,30.15761913,6389,10
4,2006,Gambiae Complex,organophosphate,100,,14,42.824074,30.10944038,6567,10
4,2006,Gambiae Complex,carbamate,100,,14,44.1743815,30.15389863,6188,10
4,2006,Gambiae Complex,carbamate,100,,14,42.824074,30.10944038,6567,10
4,2006,Gambiae Complex,organophosphate,100,,14,44.1743815,30.15389863,6188,10
5,2006,Gambiae Complex,organophosphate,100,,12,58.337067,29.97411388,7006,10
5,2006,Gambiae Complex,organophosphate,100,,12,56.5636195,29.99087463,6961,10
9,2001,Funestus Subgroup,pyrethroid,100,,10,0.96450617,29.62283163,4556,8
9,2001,Funestus Subgroup,pyrethroid,100,,10,0.96450617,29.62283163,4556,8
9,2001,Funestus Subgroup,carbamate,100,,10,0.96450617,29.62283163,4556,8
9,2001,Funestus Subgroup,pyrethroid,100,,10,0.96450617,29.62283163,4556,8
9,2001,Funestus Subgroup,pyrethroid,100,,12,32.5038575,29.4552075,6067,8
6,2009,Funestus Subgroup,pyrethroid,100,,10,4.533179075,28.640216,6533,8
6,2009,Gambiae Complex,organochlorine,100,,10,4.533179075,28.640216,6533,8
7,2009,Gambiae Complex,organophosphate,100,,10,50.869924,30.12943288,5935,8
8,2010,Gambiae Complex,carbamate,100,,10,115.6474025,30.05942313,6527,8
8,2010,Gambiae Complex,organophosphate,100,,10,115.6474025,30.05942313,6527,8
7,2008,Gambiae Complex,carbamate,100,,12,72.4313035,29.96281713,6158,7
7,2008,Gambiae Complex,organophosphate,100,,12,47.2296875,30.07648038,5916,7
8,2008,Gambiae Complex,pyrethroid,100,,10,137.5821375,29.796932,6830,7
11,2013,Gambiae Complex,organophosphate,100,,14,0,29.95933938,3446,7
11,2013,Gambiae Complex,organophosphate,100,,10,0,30.11945638,3390,7
11,2013,Gambiae Complex,carbamate,100,,10,0,29.94922438,3298,7
11,2013,Gambiae Complex,organophosphate,100,,14,0,29.89268225,3248,7
7,2015,Gambiae Complex,organophosphate,100,,10,96.979538,29.78460738,5601,7
7,2015,Gambiae Complex,organophosphate,100,,10,96.979538,29.78460738,5601,7
2,2009,Gambiae Complex,carbamate,100,,14,14.26091325,30.20004763,6367,6
2,2009,Gambiae Complex,carbamate,100,,17,14.7776125,30.2030145,6424,6
2,2009,Gambiae Complex,carbamate,100,,13,14.7776125,30.19412325,6531,6
2,2015,Gambiae Complex,carbamate,100,,9,50.7399115,29.98662475,6990,5
8,2006,Gambiae Complex,pyrethroid,100,,12,39.20250775,29.49125338,6071,4
9,2010,Gambiae Complex,pyrethroid,100,,0,33.17901125,30.15814738,6606,4
9,2010,Gambiae Complex,organophosphate,100,,0,33.17901125,30.15814738,6606,4
9,2010,Gambiae Complex,carbamate,100,,0,33.17901125,30.15814738,6606,4
1,2001,Gambiae Complex,pyrethroid,100,,10,0,30.00416775,3077,3
1,2001,Gambiae Complex,pyrethroid,100,,10,0,30.00416775,3077,3
1,2001,Gambiae Complex,organochlorine,100,,10,0,30.00955975,3293,3
1,2001,Gambiae Complex,organochlorine,100,,10,0,29.97622138,3327,3
1,2001,Gambiae Complex,organochlorine,100,,10,0,30.00416775,3077,3
2,2009,Gambiae Complex,carbamate,100,,0,15.5009925,30.19703263,6471,3
2,2009,Gambiae Complex,carbamate,100,,10,15.5009925,30.19947788,6433,3
2,2009,Gambiae Complex,carbamate,100,,0,15.1909725,30.20025088,6454,3
2,2009,Gambiae Complex,carbamate,100,,13,15.1909725,30.19972338,6444,2
2,2009,Gambiae Complex,carbamate,100,,13,15.5009925,30.19884275,6451,2
2,2009,Gambiae Complex,carbamate,100,,0,15.5009925,30.19884275,6459,2
2,2009,Gambiae Complex,carbamate,100,,12,14.26091325,30.20462813,6305,2
2,2009,Gambiae Complex,carbamate,100,,9,13.64087325,30.17297675,6209,2
4,2010,Funestus Subgroup,pyrethroid,100,,9,5.6905863,29.8593935,5902,2
1,2009,Gambiae Complex,carbamate,100,,10,0,29.7953195,3916,1
7,2001,Gambiae Complex,pyrethroid,100,,14,64.0307675,29.75394875,7058,0
7,2001,Gambiae Complex,pyrethroid,100,,9,46.669652,29.77625525,6215,0
7,2001,Gambiae Complex,pyrethroid,100,,10,30.42861325,30.40368875,5340,0
7,2001,Funestus Subgroup,pyrethroid,100,,14,23.80152275,29.43598263,6182,0
7,2001,Funestus Subgroup,pyrethroid,100,,14,23.80152275,29.43598263,6182,0
7,2001,Gambiae Complex,pyrethroid,100,,14,23.80152275,29.43598263,6182,0
7,2001,Gambiae Complex,pyrethroid,100,,14,23.1481485,29.4694155,6603,0
7,2001,Gambiae Complex,pyrethroid,100,,14,23.1481485,29.4694155,6606,0
7,2013,Gambiae Complex,pyrethroid,99.79,,12,39.5758675,29.38762388,5599,23
1,2002,Gambiae Complex,organochlorine,99.76,,10,23.428166,29.77932038,4858,71
1,2002,Gambiae Complex,pyrethroid,99.75,,10,32.0153805,29.7782105,4922,64
8,2014,Gambiae Complex,organophosphate,99.7114,,10,80.645163,30.15930063,6379,1820
7,2010,Gambiae Complex,organophosphate,99.7,,10,80.17847,30.07830675,6440,1220
12,2002,Gambiae Complex,organochlorine,99.7,,10,16.05436125,29.90459863,5073,33
7,2013,Gambiae Complex,pyrethroid,99.63,,10,41.62933125,29.44771513,5426,51
8,2004,Gambiae Complex,pyrethroid,99.61,,10,3.26687585,29.27453325,5374,321
1,2002,Gambiae Complex,organochlorine,99.61,,10,50.1232075,29.80058088,5380,64
11,2005,Gambiae Complex,organochlorine,99.6,,10,0.67515434,30.35539625,4616,42
9,2007,Gambiae Complex,pyrethroid,99.5,,16,22.66589475,30.38688625,4635,41
9,2007,Gambiae Complex,pyrethroid,99.5,,10,20.44753175,30.47269388,4449,41
9,2007,Gambiae Complex,pyrethroid,99.5,,10,22.66589475,30.40628738,4574,41
9,2007,Gambiae Complex,pyrethroid,99.5,,10,20.44753175,30.47269388,4449,41
9,2007,Gambiae Complex,pyrethroid,99.5,,16,22.66589475,30.38688625,4635,26
8,2002,Gambiae Complex,pyrethroid,99.4,,9,6.53375125,29.38906088,6137,179
1,2010,Funestus Subgroup,pyrethroid,99.4,,9,114.9006865,29.84330038,6115,39
7,2005,Funestus Subgroup,pyrethroid,99.34,,17,27.535096,29.43672825,5751,332
9,2006,Gambiae Complex,pyrethroid,99.3,,10,69.34799275,30.08708263,6331,28
7,2013,Gambiae Complex,carbamate,99.3,,12,10.8273595,29.4706955,5472,23
4,2011,Gambiae Complex,carbamate,99.25,,13,78.2214525,29.6289945,7006,373
7,2013,Gambiae Complex,pyrethroid,99.21,,12,41.81600875,29.30432925,5526,274
