months,years,complex_subgroup,insecticide_class,percentage_mortality,resistance_class,lulc,rainfall,temperature,humidity,population_density
10,2008,Gambiae Complex,pyrethroid,83,,9,77.378285,29.410121,6229,22
8,2009,Gambiae Complex,pyrethroid,83,,10,82.0452525,29.98902775,6264,16
8,2008,Gambiae Complex,pyrethroid,83,,10,125.821384,29.87696313,6691,14
7,2008,Gambiae Complex,pyrethroid,83,,10,58.2437255,30.110566,6011,7
8,2006,Gambiae Complex,organochlorine,83,,12,39.20250775,29.49125338,6071,4
1,2010,Funestus Subgroup,pyrethroid,82.9,,14,89.60573575,29.71693713,5907,81
9,2004,Gambiae Complex,organophosphate,82.8,,9,32.98611075,29.84401538,6797,23
9,2004,Gambiae Complex,carbamate,82.8,,17,18.7114205,29.825848,7125,23
2,2009,Gambiae Complex,pyrethroid,82.8,,12,11.36739475,30.2560365,5844,3
5,2012,Gambiae Complex,pyrethroid,82.78,,14,44.8028685,30.05954025,6741,47
8,2014,Gambiae Complex,pyrethroid,82.61,,10,24.174881,29.52301225,5640,14492
7,2009,Gambiae Complex,pyrethroid,82.61,,12,47.3230295,30.0344755,5709,165
3,2014,Funestus Subgroup,pyrethroid,82.61,,9,107.3401995,29.4042085,6694,28
4,2011,Gambiae Complex,pyrethroid,82.5,,14,44.753087,30.16960013,6478,391
8,2013,Gambiae Complex,pyrethroid,82.5,,13,146.356035,29.77075538,7030,28
7,2013,Gambiae Complex,pyrethroid,82.5,,12,25.7616485,29.45058175,5897,23
7,2011,Gambiae Complex,organochlorine,82.4,,10,47.78972575,30.33347513,5646,236
1,2004,Gambiae Complex,organochlorine,82.4,,13,1.0267324,29.92411675,5993,49
5,2015,Gambiae Complex,pyrethroid,82.4,,9,42.4693835,30.12126013,6256,39
5,2012,Gambiae Complex,pyrethroid,82.39,,14,43.6827965,30.05156063,6777,150
4,2013,Gambiae Complex,pyrethroid,82.35,,0,125.2893505,30.077938,6569,871
4,2011,Gambiae Complex,pyrethroid,82.31,,8,44.753087,30.16960013,6481,391
7,2010,Gambiae Complex,pyrethroid,82.3,,10,49.843191,30.2583815,5785,1566
7,2010,Gambiae Complex,pyrethroid,82.3,,10,52.27001275,30.32927063,5680,143
2,2014,Funestus Subgroup,carbamate,82.28,,9,77.7116425,29.5354855,6756,1454
7,2011,Gambiae Complex,pyrethroid,82.27,,10,20.067951,29.47401738,5879,107
4,2010,Gambiae Complex,pyrethroid,82.24,,13,119.8881163,30.02130013,6749,1724
7,2011,Gambiae Complex,organochlorine,82.20754717,,11,20.627987,29.45784513,6475,26
5,2012,Gambiae Complex,pyrethroid,82.2,,9,75.9781975,30.02797838,6831,114
9,2009,Gambiae Complex,pyrethroid,82.2,,9,59.31713025,29.83048963,6321,28
10,2005,Gambiae Complex,pyrethroid,82.14,,12,29.77524,30.08087175,5419,54
2,2014,Funestus Subgroup,carbamate,82.12,,8,79.7784425,29.52837013,6785,1454
6,2013,Gambiae Complex,pyrethroid,82.1,,12,49.28626425,29.47667438,5957,857
6,2012,Gambiae Complex,pyrethroid,82.1,,14,37.037039,29.45785863,6100,516
8,2001,Gambiae Complex,pyrethroid,82,,10,40.50926,30.1505995,5861,8626
6,2010,Gambiae Complex,pyrethroid,82,,2,98.28318125,29.94907938,6716,3563
10,2009,Gambiae Complex,carbamate,82,,10,27.16173925,29.960744,6120,861
8,2009,Gambiae Complex,pyrethroid,82,,10,71.87126825,30.00190663,6531,468
4,2012,Gambiae Complex,carbamate,82,,14,29.41743875,29.51835125,5962,373
6,2016,Gambiae Complex,organophosphate,82,,10,74.55632625,29.945486,5293,328
8,2010,Gambiae Complex,pyrethroid,82,,10,126.84812,29.91524388,6667,306
7,2008,Gambiae Complex,pyrethroid,82,,10,56.9369775,30.08503313,6107,91
7,2015,Gambiae Complex,carbamate,82,,10,99.0330075,29.12004413,6658,90
5,2007,Gambiae Complex,organochlorine,82,,13,67.6709985,29.94453138,6861,88
7,2009,Gambiae Complex,carbamate,82,,10,64.590799,29.86589725,6460,78
8,2010,Gambiae Complex,pyrethroid,82,,10,138.142171,29.81233025,6831,75
5,2007,Gambiae Complex,pyrethroid,82,,0,61.23058525,30.0213585,6610,71
5,2007,Gambiae Complex,pyrethroid,82,,0,63.937423,30.00746863,6630,71
6,2011,Gambiae Complex,pyrethroid,82,,10,29.8032415,30.53336325,5290,55
8,2008,Gambiae Complex,pyrethroid,82,,10,93.525985,30.0037585,6497,50
9,2010,Gambiae Complex,organochlorine,82,,9,54.4945985,29.90659638,6404,20
4,2012,Gambiae Complex,pyrethroid,81.91,,14,77.44984625,30.00172125,6275,373
4,2011,Gambiae Complex,pyrethroid,81.82,,9,45.6211405,30.16027713,6522,112
10,2012,Gambiae Complex,pyrethroid,81.82,,8,153.6364925,29.85344588,6950,71
11,2008,Gambiae Complex,pyrethroid,81.8,,10,2.9899691,30.00465663,3842,43
7,2010,Gambiae Complex,pyrethroid,81.7,,10,80.17847,30.07830675,6440,1220
7,2013,Gambiae Complex,pyrethroid,81.7,,12,10.8273595,29.4706955,5472,23
7,2001,Gambiae Complex,pyrethroid,81.7,,14,63.65740625,29.76601963,7090,0
10,2013,Gambiae Complex,pyrethroid,81.67,,12,21.2813615,29.55640525,5454,267
10,2015,Gambiae Complex,pyrethroid,81.61,,12,27.5350955,29.81045113,6185,116
7,2011,Gambiae Complex,pyrethroid,81.58,,14,25.0149345,29.48409588,5832,882
6,2012,Gambiae Complex,pyrethroid,81.5,,10,31.15354925,29.45404638,6062,79
4,2002,Gambiae Complex,organochlorine,81.5,,9,45.042437,30.1147955,6620,27
2,2014,Funestus Subgroup,carbamate,81.48,,10,102.6165685,29.34918613,6990,1454
7,2011,Gambiae Complex,pyrethroid,81.48,,12,15.8676815,29.47160163,5993,107
8,2012,Gambiae Complex,organophosphate,81.4,,12,86.618875,29.84195388,6728,71
6,2012,Gambiae Complex,pyrethroid,81.4,,14,30.18904225,29.46795788,6151,47
7,2011,Gambiae Complex,pyrethroid,81.33,,17,17.174432,29.4978595,5812,138
4,2009,Gambiae Complex,organochlorine,81.3,,8,62.59645025,29.95312563,7165,22
7,2011,Gambiae Complex,pyrethroid,81.25,,10,19.134558,29.491466,5820,882
7,2011,Gambiae Complex,pyrethroid,81.25,,10,21.93473675,29.4882765,5874,882
7,2011,Gambiae Complex,pyrethroid,81.25,,10,21.0013445,29.4810995,5875,54
5,2012,Gambiae Complex,pyrethroid,81.12,,9,43.6827965,30.04457425,6845,150
1,2005,Gambiae Complex,organochlorine,81.11,,13,1.400089625,29.96621925,5006,9603
9,2004,Gambiae Complex,organophosphate,81.1,,9,63.271604,29.827479,6702,64
7,2009,Gambiae Complex,pyrethroid,81,,10,33.415472,30.12065225,5434,3540
6,2011,Gambiae Complex,pyrethroid,81,,10,45.910492,29.4712685,6118,2432
8,2009,Gambiae Complex,pyrethroid,81,,10,99.49970125,30.02843775,6417,2310
8,2011,Gambiae Complex,pyrethroid,81,,12,61.137247,29.97540313,6647,1820
12,2006,Gambiae Complex,organochlorine,81,,8,22.86812975,29.36589763,6080,1819
7,2010,Gambiae Complex,pyrethroid,81,,10,49.843191,30.2583815,5785,1566
10,2009,Gambiae Complex,pyrethroid,81,,10,2.3334827,30.3020255,3998,1277
7,2009,Gambiae Complex,pyrethroid,81,,10,30.4286145,30.27133963,5637,946
9,2006,Gambiae Complex,pyrethroid,81,,14,51.60108125,29.557316,6174,609
8,2009,Gambiae Complex,carbamate,81,,10,86.712213,29.9123885,6677,364
6,2013,Gambiae Complex,organophosphate,81,,12,77.8356485,29.13034863,6858,343
9,2014,Gambiae Complex,pyrethroid,81,,10,71.277005,29.7978365,6575,187
11,2012,Gambiae Complex,pyrethroid,81,,13,8.005401025,29.92339,6921,168
10,2010,Gambiae Complex,pyrethroid,81,,10,16.987754,30.27381888,5973,164
8,2011,Gambiae Complex,pyrethroid,81,,10,59.830495,29.96417788,6705,138
3,2006,Gambiae Complex,pyrethroid,81,,12,26.4150245,29.72269063,6105,137
12,2002,Gambiae Complex,organochlorine,81,,10,53.48342225,29.69562288,6171,131
6,2011,Gambiae Complex,pyrethroid,81,,12,36.65123375,29.48792775,6177,78
8,2011,Gambiae Complex,carbamate,81,,10,59.830495,29.96417788,6705,71
8,2011,Gambiae Complex,carbamate,81,,10,50.3098855,30.06825288,6472,71
8,2010,Gambiae Complex,carbamate,81,,10,77.191606,30.04193625,6693,60
6,2014,Gambiae Complex,pyrethroid,81,,14,30.3819445,29.43730838,5788,59
6,2014,Gambiae Complex,pyrethroid,81,,12,18.03626575,29.46949163,5914,59
3,2014,Gambiae Complex,pyrethroid,81,,12,42.46938525,30.00903163,5737,58
8,2008,Gambiae Complex,carbamate,81,,10,110.1403825,29.88954,6623,51
8,2008,Gambiae Complex,pyrethroid,81,,10,112.7538875,30.00092075,6445,50
6,2016,Gambiae Complex,pyrethroid,81,,12,78.89660375,29.28305213,6043,44
8,2010,Gambiae Complex,pyrethroid,81,,12,116.6741335,29.94060525,6679,39
9,2006,Funestus Subgroup,organochlorine,81,,12,51.60108125,29.557316,6178,31
7,2013,Gambiae Complex,organophosphate,81,,10,170.06421,29.02883725,6891,28
10,2014,Gambiae Complex,pyrethroid,80.95,,12,18.48118225,29.8482765,5634,24
7,2011,Gambiae Complex,pyrethroid,80.91,,10,23.05480825,29.453758,5861,882
4,2011,Gambiae Complex,pyrethroid,80.9,,14,46.199844,30.14204488,6515,112
7,2011,Gambiae Complex,pyrethroid,80.9,,12,23.428166,29.43114563,5887,54
4,2011,Gambiae Complex,pyrethroid,80.82,,9,45.7175915,30.152276,6517,391
7,2001,Gambiae Complex,organochlorine,80.81,,9,46.669652,29.77625525,6215,0
6,2005,Gambiae Complex,organochlorine,80.77,,2,40.8950605,29.69592288,7186,13
7,2011,Gambiae Complex,pyrethroid,80.65,,10,26.9750595,29.483111,5620,117
11,2005,Gambiae Complex,pyrethroid,80.6,,17,10.1273152,29.321323,5177,150
6,2012,Gambiae Complex,pyrethroid,80.6,,10,28.838734,29.526186,5978,127
10,2012,Gambiae Complex,pyrethroid,80.56,,10,36.21565125,29.93917388,6696,71
4,2010,Gambiae Complex,pyrethroid,80.53,,13,113.908178,30.03285475,6722,1724
4,2010,Gambiae Complex,pyrethroid,80.53,,2,113.040122,30.03352963,6747,1724
7,2010,Gambiae Complex,organochlorine,80.5,,10,84.005376,29.99194363,6606,117
10,2014,Gambiae Complex,pyrethroid,80.49,,12,26.508363,30.03312425,5736,17
5,2010,Gambiae Complex,pyrethroid,80.36,,14,176.037934,29.30115163,6766,1036
7,2001,Gambiae Complex,organochlorine,80.3,,12,54.7901735,29.785472,6779,0
8,2005,Gambiae Complex,organophosphate,80.2,,10,33.97550775,30.148172,5848,61
4,2011,Gambiae Complex,pyrethroid,80.15,,9,45.52469,30.15979025,6491,76
5,2012,Gambiae Complex,pyrethroid,80.13,,9,44.336172,30.05916525,6757,150
7,2008,Gambiae Complex,pyrethroid,80.09,,12,72.4313035,29.96281713,6158,91
10,2009,Gambiae Complex,pyrethroid,80,,13,3.1735366,30.30953488,4017,11560
7,2011,Gambiae Complex,pyrethroid,80,,10,22.121415,29.46320313,5877,7876
6,2015,Gambiae Complex,pyrethroid,80,,9,8.9699075,29.880269,4624,4813
8,2009,Gambiae Complex,organochlorine,80,,10,102.0198588,29.99878625,6500,2310
1,2009,Gambiae Complex,pyrethroid,80,,13,0,29.77358788,4049,1695
10,2006,Gambiae Complex,pyrethroid,80,,12,28.1884715,29.97592113,5754,1454
7,2011,Gambiae Complex,pyrethroid,80,,14,31.1753275,29.418915,5524,882
6,2013,Gambiae Complex,pyrethroid,80,,10,57.002317,29.51414613,5784,857
6,2013,Gambiae Complex,pyrethroid,80,,10,59.12422875,29.52106538,5723,857
6,2013,Gambiae Complex,pyrethroid,80,,12,49.38271625,29.40578088,5903,857
9,2006,Gambiae Complex,pyrethroid,80,,12,51.60108125,29.557316,6178,609
6,2014,Gambiae Complex,pyrethroid,80,,14,30.767745,29.37242438,5885,597
1,2010,Gambiae Complex,organochlorine,80,,13,0,29.742342,3795,512
10,2010,Gambiae Complex,pyrethroid,80,,13,1.586768275,30.407025,4755,512
12,2011,Gambiae Complex,pyrethroid,80,,0,2.80017935,30.0826075,6435,420
4,2012,Gambiae Complex,pyrethroid,80,,14,43.30632775,29.464833,6421,420
1,2001,Gambiae Complex,organochlorine,80,,10,0,30.00955975,3293,404
7,2010,Gambiae Complex,carbamate,80,,10,58.8971035,29.87534638,6549,306
6,2010,Gambiae Complex,pyrethroid,80,,9,51.50462925,29.91777213,6163,296
2,2009,Gambiae Complex,pyrethroid,80,,12,15.29431225,30.2344645,6084,190
1,2011,Gambiae Complex,pyrethroid,80,,13,0,29.85843013,3911,168
6,2016,Gambiae Complex,carbamate,80,,12,72.723761,29.13744663,6577,168
7,2009,Gambiae Complex,pyrethroid,80,,10,78.1250025,30.06211863,6213,165
12,2006,Gambiae Complex,pyrethroid,80,,13,3.5468938,29.9722625,5532,155
3,2014,Funestus Subgroup,carbamate,80,,9,87.085575,29.62846863,6620,151
1,2010,Gambiae Complex,pyrethroid,80,,10,0,29.79930538,3816,149
6,2013,Gambiae Complex,pyrethroid,80,,14,45.71759188,29.51684588,5862,141
8,2008,Gambiae Complex,pyrethroid,80,,12,110.32706,29.84197213,6614,131
6,2012,Gambiae Complex,pyrethroid,80,,12,37.615741,29.48169075,6145,127
8,2008,Gambiae Complex,carbamate,80,,10,135.71535,29.90789588,6594,126
4,2011,Gambiae Complex,pyrethroid,80,,10,0,30.55860538,2848,112
10,2008,Gambiae Complex,organochlorine,80,,13,1.680107575,30.41112613,4270,80
7,2009,Gambiae Complex,pyrethroid,80,,10,78.1250025,30.06211863,6213,78
6,2011,Gambiae Complex,pyrethroid,80,,10,36.07253075,29.490265,6012,78
6,2011,Gambiae Complex,pyrethroid,80,,10,45.0424375,29.48834013,6090,78
4,2011,Gambiae Complex,pyrethroid,80,,13,0,30.55522488,2861,76
8,2010,Gambiae Complex,organophosphate,80,,10,138.142171,29.81233025,6831,75
5,2007,Gambiae Complex,organochlorine,80,,12,48.6297795,29.90941825,6346,71
6,2012,Gambiae Complex,pyrethroid,80,,10,38.96604875,29.508766,5912,63
2,2009,Gambiae Complex,pyrethroid,80,,12,10.95403475,30.20025975,6161,62
2,2009,Gambiae Complex,pyrethroid,80,,12,14.26091325,30.20462813,6305,62
8,2010,Gambiae Complex,carbamate,80,,10,77.191606,30.04193625,6693,60
6,2014,Gambiae Complex,pyrethroid,80,,10,27.295524,29.51163125,5625,59
6,2014,Gambiae Complex,pyrethroid,80,,12,14.08179038,29.486427,6082,59
3,2014,Gambiae Complex,organochlorine,80,,12,42.0960285,29.3099215,6111,58
8,2014,Gambiae Complex,pyrethroid,80,,14,26.321684,29.4110275,5726,58
8,2010,Gambiae Complex,organophosphate,80,,10,123.3945635,29.93173713,6594,41
9,2009,Gambiae Complex,organophosphate,80,,11,75.6172875,29.39887513,6029,40
8,2010,Gambiae Complex,pyrethroid,80,,12,116.6741335,29.94060525,6679,39
4,2014,Gambiae Complex,pyrethroid,80,,2,73.68827425,30.00859638,6785,28
10,2013,Gambiae Complex,pyrethroid,80,,12,20.814665,29.6201845,5418,25
2,2009,Gambiae Complex,pyrethroid,80,,12,13.74421325,30.20933963,6337,24
8,2009,Gambiae Complex,carbamate,80,,10,99.77972,29.92862663,6582,15
5,2012,Gambiae Complex,pyrethroid,79.82,,9,44.336172,30.05950188,6768,114
7,2010,Gambiae Complex,pyrethroid,79.7,,10,80.17847,30.07830675,6440,1220
7,2012,Gambiae Complex,carbamate,79.69,,9,90.63247,29.79642963,6837,71
5,2012,Gambiae Complex,pyrethroid,79.66,,9,45.3629035,30.070458,6694,114
6,2010,Gambiae Complex,pyrethroid,79.6,,13,101.1766975,29.94252038,6861,14150
7,2013,Gambiae Complex,pyrethroid,79.6,,12,10.8273595,29.4706955,5472,420
6,2013,Gambiae Complex,pyrethroid,79.6,,12,41.76311625,29.5232185,5983,141
5,2012,Gambiae Complex,carbamate,79.6,,9,35.65561675,30.02526588,6440,71
7,2006,Gambiae Complex,organochlorine,79.6,,2,73.551375,29.65131588,6799,31
7,2006,Gambiae Complex,organochlorine,79.6,,2,73.551375,29.65131588,6799,31
10,2013,Gambiae Complex,pyrethroid,79.59,,13,26.601702,30.04117563,5637,25
8,2014,Gambiae Complex,pyrethroid,79.5,,10,0,29.123629,4335,64
8,2014,Gambiae Complex,pyrethroid,79.44,,14,11.0140385,29.5187445,6123,14492
8,2013,Gambiae Complex,carbamate,79.41,,10,86.71221875,29.83385725,6611,69
7,2011,Gambiae Complex,carbamate,79.41,,13,24.08154075,29.853451,6665,54
8,2014,Gambiae Complex,pyrethroid,79.34,,9,21.37470075,29.53943963,5848,141
7,2010,Gambiae Complex,organochlorine,79.3,,10,49.843191,30.2583815,5785,1566
2,2014,Funestus Subgroup,carbamate,79.3,,10,57.76702875,29.5181235,6372,38
7,2012,Gambiae Complex,carbamate,79.21,,9,90.63247,29.79642963,6837,71
10,2015,Gambiae Complex,pyrethroid,79.17,,13,37.33572425,30.05942413,5840,84
7,2011,Gambiae Complex,pyrethroid,79.12,,12,16.61439725,29.4845875,5862,77
7,2015,Gambiae Complex,pyrethroid,79.01,,9,54.04345875,29.87741375,6759,559
6,2010,Gambiae Complex,carbamate,79,,2,98.28318125,29.94907938,6716,3563
11,2010,Gambiae Complex,carbamate,79,,13,0,30.22560713,3925,3561
11,2010,Gambiae Complex,pyrethroid,79,,13,0,30.22560713,3925,3561
10,2010,Gambiae Complex,carbamate,79,,10,34.90890125,30.0091215,6408,306
5,2015,Gambiae Complex,organophosphate,79,,11,64.31078225,30.094644,6841,180
11,2010,Gambiae Complex,organochlorine,79,,16,0,30.2047145,3999,166
8,2008,Gambiae Complex,organophosphate,79,,10,138.515525,29.76010663,6843,131
4,2011,Gambiae Complex,organochlorine,79,,10,0,30.55860538,2848,112
11,2012,Gambiae Complex,pyrethroid,79,,10,0.4822531,29.9777185,3822,105
7,2009,Gambiae Complex,pyrethroid,79,,10,84.09871375,30.03653363,6288,93
8,2012,Gambiae Complex,carbamate,79,,12,92.405915,29.72869875,6817,71
8,2010,Gambiae Complex,pyrethroid,79,,10,94.9260775,29.94624713,6714,61
9,2006,Gambiae Complex,pyrethroid,79,,10,72.91666575,29.75427088,6636,44
6,2016,Gambiae Complex,pyrethroid,79,,12,78.89660375,29.28305213,6043,44
6,2005,Gambiae Complex,organochlorine,79,,12,46.39274775,30.306317,5660,30
6,2015,Gambiae Complex,pyrethroid,79,,10,9.83796275,30.28362688,4642,16
6,2009,Gambiae Complex,pyrethroid,79,,10,28.8387345,30.41126213,4812,8
5,2012,Gambiae Complex,pyrethroid,78.99,,9,44.4295105,30.05178875,6791,63
8,2014,Gambiae Complex,pyrethroid,78.95,,14,18.66786,29.4250655,5957,12232
10,2015,Gambiae Complex,pyrethroid,78.95,,12,25.761648,29.89901375,6147,116
6,2012,Gambiae Complex,pyrethroid,78.9,,12,37.90509225,29.48079963,6127,67
4,2009,Funestus Subgroup,pyrethroid,78.9,,17,8.5841051,29.71277025,5818,16
7,2012,Gambiae Complex,carbamate,78.89,,10,84.285393,29.828486,6758,71
4,2013,Gambiae Complex,pyrethroid,78.87,,9,110.0501575,30.04820075,6720,95
10,2014,Gambiae Complex,pyrethroid,78.85,,12,26.88172,30.04784663,5698,14492
8,2013,Gambiae Complex,carbamate,78.85,,14,111.5404705,29.85935175,6690,69
4,2011,Gambiae Complex,organochlorine,78.82,,9,121.1419725,30.04935238,6660,373
11,2005,Gambiae Complex,organochlorine,78.8,,10,5.01543212,29.39018888,4594,127
10,2013,Gambiae Complex,pyrethroid,78.79,,12,22.68145225,30.01764813,5509,25
6,2014,Gambiae Complex,carbamate,78.57,,12,47.839505,30.11693763,6034,373
8,2014,Gambiae Complex,pyrethroid,78.57,,12,13.067503,29.50937875,5963,141
6,2012,Gambiae Complex,pyrethroid,78.3,,12,27.0061725,29.52076538,5999,79
7,2011,Gambiae Complex,pyrethroid,78.22,,12,23.14814825,29.41864075,5786,101
8,2011,Gambiae Complex,carbamate,78.15,,10,19.321237,29.87657038,6767,71
8,2005,Gambiae Complex,pyrethroid,78.1,,13,21.74805775,30.30569863,5542,467
8,2005,Gambiae Complex,organophosphate,78.1,,12,16.98775325,30.366065,5410,115
10,2005,Gambiae Complex,organochlorine,78.08,,12,28.18847075,30.113712,5463,54
2,2005,Gambiae Complex,pyrethroid,78.06,,10,23.87152775,29.92611188,5907,77
11,2010,Gambiae Complex,organophosphate,78,,13,0,30.22560713,3925,3561
7,2010,Gambiae Complex,pyrethroid,78,,10,18.38784225,30.69038375,4821,2791
10,2008,Gambiae Complex,organochlorine,78,,10,26.3216855,30.24164963,5382,2556
7,2009,Gambiae Complex,pyrethroid,78,,10,30.33527575,30.2766105,5521,946
5,2015,Gambiae Complex,pyrethroid,78,,0,56.00358525,29.97641838,6477,558
7,2009,Gambiae Complex,pyrethroid,78,,10,64.590799,29.86589725,6460,440
12,2011,Gambiae Complex,organochlorine,78,,0,2.80017935,30.0826075,6435,420
7,2009,Gambiae Complex,organochlorine,78,,10,30.33527575,30.2766105,5521,375
6,2011,Gambiae Complex,pyrethroid,78,,14,41.18441275,29.44364163,6248,236
6,2011,Gambiae Complex,pyrethroid,78,,10,31.24999825,30.53264313,5345,234
7,2010,Gambiae Complex,pyrethroid,78,,10,58.897103,30.10245263,6118,164
3,2006,Gambiae Complex,pyrethroid,78,,12,24.45489825,29.75666413,5884,137
8,2008,Gambiae Complex,organophosphate,78,,10,123.5812425,29.86693975,6724,131
4,2012,Gambiae Complex,pyrethroid,78,,14,43.30632775,29.464833,6421,127
11,2012,Gambiae Complex,carbamate,78,,10,13.11728425,29.950941,5481,105
7,2014,Gambiae Complex,organophosphate,78,,10,49.93652775,29.4061425,5320,96
9,2007,Gambiae Complex,organophosphate,78,,16,24.402006,30.37664138,4585,89
6,2011,Gambiae Complex,pyrethroid,78,,10,42.43827,29.4313385,6188,78
6,2011,Gambiae Complex,pyrethroid,78,,10,43.69213075,29.478822,6165,77
6,2014,Gambiae Complex,pyrethroid,78,,10,27.295524,29.51163125,5625,59
6,2011,Gambiae Complex,pyrethroid,78,,10,44.367283,29.50434425,6129,55
7,2010,Gambiae Complex,carbamate,78,,10,56.00358425,29.96254525,6415,39
4,2015,Gambiae Complex,pyrethroid,78,,9,11.09182088,29.64697013,6266,25
10,2008,Gambiae Complex,organophosphate,78,,10,32.29539975,30.087962,6112,22
1,2013,Gambiae Complex,pyrethroid,78,,5,95.7661325,29.9455155,5918,22
2,2009,Gambiae Complex,pyrethroid,78,,10,11.16071483,30.23105638,6018,11
5,2006,Gambiae Complex,pyrethroid,78,,12,50.21654725,30.26619388,5545,10
2,2009,Gambiae Complex,pyrethroid,78,,14,14.984293,30.1975335,6240,3
5,2012,Gambiae Complex,carbamate,77.89,,9,56.190263,29.96231775,6784,647
4,2011,Gambiae Complex,pyrethroid,77.89,,10,48.7075625,30.174391,6200,76
5,2012,Gambiae Complex,pyrethroid,77.78,,10,44.336172,30.05099113,6814,150
7,2010,Gambiae Complex,pyrethroid,77.7,,10,76.351553,30.03225513,6496,1258
11,2012,Gambiae Complex,pyrethroid,77.7,,9,51.31173,29.916521,6633,105
12,2006,Gambiae Complex,carbamate,77.6,,12,17.73446875,30.03548375,5118,28
2,2014,Funestus Subgroup,carbamate,77.5,,5,95.48611,29.34092488,6850,1454
6,2013,Gambiae Complex,pyrethroid,77.5,,9,57.0987675,29.54796213,5626,52
10,2014,Gambiae Complex,pyrethroid,77.5,,12,22.02807675,30.03445475,5681,24
11,2013,Gambiae Complex,pyrethroid,77.5,,10,0,30.11945638,3390,7
1,2014,Funestus Subgroup,pyrethroid,77.48,,9,99.313023,29.34159188,6676,236
7,2013,Gambiae Complex,pyrethroid,77.46,,14,26.1350055,29.45349438,5909,51
2,2013,Funestus Subgroup,carbamate,77.4,,8,98.58631125,29.74201775,6528,367
11,2013,Gambiae Complex,pyrethroid,77.33,,14,0,29.90301213,3301,77
6,2012,Gambiae Complex,pyrethroid,77.3,,12,34.52932075,29.42497188,6180,62
6,2012,Gambiae Complex,pyrethroid,77.3,,12,37.90509225,29.48079963,6141,47
7,2009,Gambiae Complex,pyrethroid,77.3,,12,38.9224925,29.90746775,5735,43
4,2011,Gambiae Complex,pyrethroid,77.27,,14,45.52469,30.15979025,6449,112
4,2011,Gambiae Complex,pyrethroid,77.27,,9,45.52469,30.15979025,6481,112
4,2011,Gambiae Complex,pyrethroid,77.23,,9,47.4537025,30.1804905,6143,373
4,2013,Gambiae Complex,pyrethroid,77.14,,0,97.511575,30.08388788,6480,95
7,2006,Gambiae Complex,carbamate,77.1,,2,73.551375,29.65131588,6799,137
7,2006,Gambiae Complex,carbamate,77.1,,2,73.551375,29.65131588,6799,137
6,2012,Gambiae Complex,pyrethroid,77.1,,12,27.29552475,29.51794975,6183,127
6,2012,Gambiae Complex,pyrethroid,77.1,,10,26.3310185,29.510592,5972,67
2,2009,Gambiae Complex,pyrethroid,77.1,,12,13.53753325,30.22304,6207,62
6,2014,Gambiae Complex,pyrethroid,77,,12,40.31635918,29.760263,4617,2651
1,2009,Gambiae Complex,organochlorine,77,,13,0,29.77358788,4049,1695
9,2009,Gambiae Complex,pyrethroid,77,,2,63.85031125,29.73033438,6979,1420
11,2010,Gambiae Complex,organophosphate,77,,13,0,30.24807475,3886,1310
2,2009,Gambiae Complex,pyrethroid,77,,0,15.1909725,30.20025088,6454,1143
8,2009,Gambiae Complex,carbamate,77,,10,102.0198588,29.96999525,6551,1143
8,2008,Gambiae Complex,pyrethroid,77,,10,112.7538875,30.00092075,6445,1015
8,2008,Gambiae Complex,organochlorine,77,,10,90.445785,29.99159638,6402,179
8,2008,Gambiae Complex,carbamate,77,,10,110.1403825,29.88954,6623,179
11,2010,Gambiae Complex,carbamate,77,,13,0,30.22294813,3957,167
8,2008,Gambiae Complex,carbamate,77,,10,124.141285,29.94252788,6539,126
6,2014,Gambiae Complex,pyrethroid,77,,5,5.787036925,29.61249463,5716,107
9,2014,Gambiae Complex,pyrethroid,77,,10,71.277005,29.7978365,6575,96
5,2007,Gambiae Complex,pyrethroid,77,,9,38.82915325,29.44544313,6465,88
6,2011,Gambiae Complex,pyrethroid,77,,12,42.34182175,29.46750775,6092,77
4,2011,Gambiae Complex,pyrethroid,77,,10,48.7075625,30.174391,6220,76
8,2010,Gambiae Complex,pyrethroid,77,,12,95.0194175,29.9586225,6717,61
10,2010,Gambiae Complex,pyrethroid,77,,13,1.306750375,30.46734838,4530,61
8,2008,Gambiae Complex,pyrethroid,77,,10,98.1929525,29.98299963,6533,50
5,2003,Gambiae Complex,pyrethroid,77,,14,38.17577625,29.476647,6170,49
9,2009,Gambiae Complex,pyrethroid,77,,11,75.6172875,29.39887513,6029,40
12,2013,Gambiae Complex,carbamate,77,,13,5.04032255,29.552037,6365,36
10,2008,Gambiae Complex,organochlorine,77,,10,1.8667862,30.3146455,4597,32
7,2013,Gambiae Complex,carbamate,77,,12,53.2967465,29.93064638,6460,23
8,2009,Gambiae Complex,pyrethroid,77,,10,77.93832075,29.978841,6503,16
10,2014,Gambiae Complex,pyrethroid,76.92,,12,27.06839825,30.04911463,5739,14492
7,2011,Gambiae Complex,pyrethroid,76.92,,10,16.70773625,29.47574788,5811,1820
8,2005,Gambiae Complex,organophosphate,76.8,,13,15.86768218,30.37085225,5418,56
7,2010,Gambiae Complex,pyrethroid,76.7,,9,42.74940425,29.77659613,6687,231
9,2013,Gambiae Complex,pyrethroid,76.7,,10,43.4992295,30.09608663,6266,54
6,2012,Gambiae Complex,pyrethroid,76.6,,10,25.55941425,29.53804088,5970,127
